,id_text,ruler,year,month,day,date_of_origin,date,long_date,date_gen,day,long_date_gen,month,year,eponym,regnal_dates,ancient_year,date_bce,months_recorded,date_comments,proposed_date,eponym_title,astron_date,Reg_year,Reg_no,dynastic_seat,ancient_date
62258,q001218,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62259,q001219,uncertain,,,,,,,,,,,,,,,,,,,,,,,Agrab,
62260,q001220,"[RN], Offspring of ""Lady Dragon""",,,,,,,,,,,,,,,,,,,,,,,Kish,
62261,q001221,uncertain,,,,,,,,,,,,,,,,,,,,,,,Agrab,
62262,q001222,uncertain,,,,,,,,,,,,,,,,,,,,,,,Agrab,
62263,q001223,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ešnunna,
62264,q001224,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ešnunna,
62265,q001225,uncertain,,,,,,,,,,,,,,,,,,,,,,,Šuruppak,
62266,q001226,uncertain,,,,,,,,,,,,,,,,,,,,,,,Šuruppak,
62267,q001227,uncertain,,,,,,,,,,,,,,,,,,,,,,,Šuruppak,
62268,q001228,uncertain,,,,,,,,,,,,,,,,,,,,,,,Šuruppak,
62269,q001229,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62270,q001230,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62271,q001231,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62272,q001232,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62273,q001233,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62274,q001234,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62275,q001235,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62276,q001236,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62277,q001237,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62278,q001238,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62279,q001239,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62280,q001240,uncertain,,,,,,,,,,,,,,,,,,,,,,,Tutub,
62281,q001241,EN.ME-barage-si,,,,,,,,,,,,,,,,,,,,,,,Kish,
62282,q001242,EN.ME-barage-si,,,,,,,,,,,,,,,,,,,,,,,Kish,
62283,q001243,Utuk/Uhub,,,,,,,,,,,,,,,,,,,,,,,Kish,
62284,q001244,Me-silim,,,,,,,,,,,,,,,,,,,,,,,Kish,
62285,q001245,Me-silim,,,,,,,,,,,,,,,,,,,,,,,Kish,
62286,q001246,Me-silim,,,,,,,,,,,,,,,,,,,,,,,Kish,
62287,q001247,Enna-il,,,,,,,,,,,,,,,,,,,,,,,Kish,
62288,q001248,Lugal-SILA-si,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62289,q001249,Lugal-UD,,,,,,,,,,,,,,,,,,,,,,,Kish,
62290,q001250,Ur-zage,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62291,q001251,Lugal-namnir-sum,,,,,,,,,,,,,,,,,,,,,,,Kish,
62292,q001253,Abzu-kidu,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62293,q001254,Abzu-kidu,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62294,q001255,Nammah,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62295,q001257,Ur-Enlil,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62296,q001258,Ur-Enlil,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62297,q001259,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62298,q001260,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62299,q001261,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62300,q001262,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62301,q001263,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62302,q001264,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62303,q001265,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62304,q001266,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62305,q001267,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62306,q001268,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62307,q001269,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62308,q001270,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62309,q001271,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62310,q001272,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62311,q001273,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62312,q001274,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62313,q001275,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62314,q001276,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62315,q001277,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62316,q001278,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62317,q001279,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62318,q001280,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62319,q001281,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62320,q001282,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62321,q001283,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62322,q001284,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62323,q001285,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62324,q001286,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62325,q001287,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62326,q001288,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62327,q001289,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62328,q001290,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62329,q001291,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62330,q001292,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62331,q001293,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62332,q001294,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62333,q001295,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62334,q001296,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62335,q001297,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62336,q001298,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62337,q001299,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62338,q001300,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62339,q001301,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62340,q001302,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62341,q001303,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62342,q001304,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62343,q001305,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62344,q001306,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62345,q001307,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62346,q001308,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62347,q001309,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62348,q001310,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62349,q001311,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62350,q001312,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62351,q001313,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62352,q001314,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62353,q001315,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62354,q001316,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62355,q001317,uncertain,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62356,q001318,uncertain,,,,,,,,,,,,,,,,,,,,,,,Sippar,
62357,q001319,uncertain,,,,,,,,,,,,,,,,,,,,,,,Sippar,
62358,q001320,uncertain,,,,,,,,,,,,,,,,,,,,,,,Sippar,
62359,q001321,Pa-bilga,,,,,,,,,,,,,,,,,,,,,,,Umma,
62360,q001322,Aka,,,,,,,,,,,,,,,,,,,,,,,Umma,
62361,q001323,Ur-LUM-ma,,,,,,,,,,,,,,,,,,,,,,,Umma,
62362,q001324,Il,,,,,,,,,,,,,,,,,,,,,,,Umma,
62363,q001325,Giša-kidu,,,,,,,,,,,,,,,,,,,,,,,Umma,
62364,q001326,E-abzu,,,,,,,,,,,,,,,,,,,,,,,Umma,
62365,q001327,uncertain,,,,,,,,,,,,,,,,,,,,,,,Umma,
62366,q001328,Mes-KALAM-du,,,,,,,,,,,,,,,,,,,,,,,Ur,
62367,q001329,Mes-Ane-pada,,,,,,,,,,,,,,,,,,,,,,,Ur,
62368,q001330,A-Ane-pada,,,,,,,,,,,,,,,,,,,,,,,Ur,
62369,q001331,A-Ane-pada,,,,,,,,,,,,,,,,,,,,,,,Ur,
62370,q001332,A-Ane-pada,,,,,,,,,,,,,,,,,,,,,,,Ur,
62371,q001333,A-Ane-pada,,,,,,,,,,,,,,,,,,,,,,,Ur,
62372,q001334,A-Ane-pada,,,,,,,,,,,,,,,,,,,,,,,Ur,
62373,q001335,A-Ane-pada,,,,,,,,,,,,,,,,,,,,,,,Ur,
62374,q001336,Mes-kiag-nun,,,,,,,,,,,,,,,,,,,,,,,Ur,
62375,q001337,Elili,,,,,,,,,,,,,,,,,,,,,,,Ur,
62376,q001340,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62377,q001341,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62378,q001342,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62379,q001343,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62380,q001344,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62381,q001345,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62382,q001346,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62383,q001347,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62384,q001348,Lugal-SILA,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62385,q001349,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62386,q001350,An(u)bu,,,,,,,,,,,,,,,,,,,,,,,Mari,
62387,q001351,An(u)bu,,,,,,,,,,,,,,,,,,,,,,,Mari,
62388,q001352,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62389,q001353,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62390,q001354,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62391,q001355,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62392,q001356,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62393,q001357,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62394,q001358,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62395,q001359,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62396,q001360,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62397,q001361,uncertain,,,,,,,,,,,,,,,,,,,,,,,Ur,
62398,q001362,En-šakuš-Ana,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62399,q001363,En-šakuš-Ana,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62400,q001365,En-šakuš-Ana,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62401,q001366,En-šakuš-Ana,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62402,q001367,Lugal-kigine-dudu,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62403,q001368,Lugal-kigine-dudu,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62404,q001369,Lugal-kigine-dudu,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62405,q001370,Lugal-kigine-dudu,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62406,q001372,Lugal-kigine-dudu,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62407,q001373,Lugal-kigine-dudu,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62408,q001374,Lugal-KISAL-si,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62409,q001375,Lugal-KISAL-si,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62410,q001376,Lugal-KISAL-si,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62411,q001379,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62412,q001380,Giša-kidu,,,,,,,,,,,,,,,,,,,,,,,Umma,
62413,q001381,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62414,q001382,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62415,q001383,uncertain,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62416,q001388,uncertain,,,,,,,,,,,,,,,,,,,,,,,unknown,
62417,q001389,uncertain,,,,,,,,,,,,,,,,,,,,,,,unknown,
62418,q001397,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62419,q001398,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62420,q001399,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62421,q001400,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62422,q001401,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62423,q001402,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62424,q001403,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62425,q001404,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62426,q001405,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62427,q001406,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62428,q001407,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62429,q001408,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62430,q001409,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62431,q001410,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62432,q001411,Sargon,,,,,,,,,,,,,,,,,,,,,,,Agade,
62433,q001413,Rimuš,,,,,,,,,,,,,,,,,,,,,,,Agade,
62434,q001414,Rimuš,,,,,,,,,,,,,,,,,,,,,,,Agade,
62435,q001415,Rimuš,,,,,,,,,,,,,,,,,,,,,,,Agade,
62436,q001416,Rimuš,,,,,,,,,,,,,,,,,,,,,,,Agade,
62437,q001417,Rimuš,,,,,,,,,,,,,,,,,,,,,,,Agade,
62438,q001418,Rimuš,,,,,,,,,,,,,,,,,,,,,,,Agade,
62439,q001419,Rimuš,,,,,,,,,,,,,,,,,,,,,,,Agade,
62440,q001420,Rimuš,,,,,,,,,,,,,,,,,,,,,,,Agade,
62441,q001421,Rimuš,,,,,,,,,,,,,,,,,,,,,,,Agade,
62442,q001423,Naram-Suen,,,,,,,,,,,,,,,,,,,,,,,Agade,
62443,q001424,Naram-Suen,,,,,,,,,,,,,,,,,,,,,,,Agade,
62444,q001425,Naram-Suen,,,,,,,,,,,,,,,,,,,,,,,Agade,
62445,q001426,Naram-Suen,,,,,,,,,,,,,,,,,,,,,,,Agade,
62446,q001427,Naram-Suen,,,,,,,,,,,,,,,,,,,,,,,Agade,
62447,q001428,Naram-Suen,,,,,,,,,,,,,,,,,,,,,,,Agade,
62448,q001429,Naram-Suen,,,,,,,,,,,,,,,,,,,,,,,Agade,
62449,q001431,Šar-kali-šarri,,,,,,,,,,,,,,,,,,,,,,,Agade,
62450,q001432,Šar-kali-šarri,,,,,,,,,,,,,,,,,,,,,,,Agade,
62451,q001433,Erridu-pizir,,,,,,,,,,,,,,,,,,,,,,,Gutium,
62452,q001434,Erridu-pizir,,,,,,,,,,,,,,,,,,,,,,,Gutium,
62453,q001435,Erridu-pizir,,,,,,,,,,,,,,,,,,,,,,,Gutium,
62454,q001436,Uruna-badbi,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62455,q001438,Nammah-abzu,,,,,,,,,,,,,,,,,,,,,,,Nippur,
62456,q001439,Lu-dingirana,,,,,,,,,,,,,,,,,,,,,,,Isin,
62457,q001440,Šaratigubisin,,,,,,,,,,,,,,,,,,,,,,,Šarrakum,
62458,q001441,Mes-kigala,,,,,,,,,,,,,,,,,,,,,,,Adab,
62459,q001442,Lugal-giš,,,,,,,,,,,,,,,,,,,,,,,Adab,
62460,q001443,Ur-TUR,,,,,,,,,,,,,,,,,,,,,,,Adab,
62461,q001444,Hala-Adda,,,,,,,,,,,,,,,,,,,,,,,Šuruppak,
62462,q001445,Šuruš-kin,,,,,,,,,,,,,,,,,,,,,,,Umma,
62463,q001446,Namahni,,,,,,,,,,,,,,,,,,,,,,,Umma,
62464,q001447,Lugal-ana-tuma,,,,,,,,,,,,,,,,,,,,,,,Umma,
62465,q001448,Puzur-Mama,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62466,q001449,Ur-nigina,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62467,q001450,Ur-gigira,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62468,q001451,Kuda,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62469,q001452,Kuda,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62470,q001453,Ur-Utu,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62471,q001454,Utu-hegal,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62472,q001455,Utu-hegal,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62473,q001456,Utu-hegal,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62474,q001457,Utu-hegal,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62475,q001458,Utu-hegal,,,,,,,,,,,,,,,,,,,,,,,Uruk,
62476,q001459,Ur-Ningirsu I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62477,q001460,Ur-Ningirsu I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62478,q001461,Ur-Ningirsu I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62479,q001462,Ur-Ningirsu I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62480,q001463,Ur-Ningirsu I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62481,q001464,Ur-Ningirsu I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62482,q001465,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62483,q001466,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62484,q001467,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62485,q001468,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62486,q001469,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62487,q001470,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62488,q001471,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62489,q001472,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62490,q001473,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62491,q001474,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62492,q001475,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62493,q001476,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62494,q001477,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62495,q001478,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62496,q001479,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62497,q001480,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62498,q001481,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62499,q001482,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62500,q001483,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62501,q001484,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62502,q001485,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62503,q001486,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62504,q001487,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62505,q001488,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62506,q001489,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62507,q001490,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62508,q001491,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62509,q001492,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62510,q001493,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62511,q001494,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62512,q001495,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62513,q001496,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62514,q001497,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62515,q001498,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62516,q001499,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62517,q001500,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62518,q001501,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62519,q001502,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62520,q001503,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62521,q001504,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62522,q001505,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62523,q001506,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62524,q001507,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62525,q001508,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62526,q001509,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62527,q001510,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62528,q001511,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62529,q001512,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62530,q001513,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62531,q001514,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62532,q001515,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62533,q001516,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62534,q001517,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62535,q001518,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62536,q001519,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62537,q001520,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62538,q001521,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62539,q001522,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62540,q001523,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62541,q001524,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62542,q001525,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62543,q001526,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62544,q001527,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62545,q001528,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62546,q001529,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62547,q001530,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62548,q001531,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62549,q001532,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62550,q001534,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62551,q001535,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62552,q001538,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62553,q001540,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62554,q001541,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62555,q001542,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62556,q001543,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62557,q001544,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62558,q001545,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62559,q001546,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62560,q001547,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62561,q001548,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62562,q001549,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62563,q001551,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62564,q001552,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62565,q001553,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62566,q001554,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62567,q001555,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62568,q001556,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62569,q001557,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62570,q001558,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62571,q001559,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62572,q001560,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62573,q001561,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62574,q001562,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62575,q001563,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62576,q001564,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62577,q001565,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62578,q001566,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62579,q001567,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62580,q001568,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62581,q001569,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62582,q001570,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62583,q001571,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62584,q001572,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62585,q001573,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62586,q001574,Ur-GAR,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62587,q001575,Ur-GAR,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62588,q001576,Ur-GAR,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62589,q001577,Ur-mama,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62590,q001578,Nammahni,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62591,q001579,Nammahni,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62592,q001580,Nammahni,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62593,q001581,Nammahni,,,,,,,,,,,,,,,,,,,,,,,Lagash,
