,id_text,ruler,year,month,day,date_of_origin,date,long_date,date_gen,day,long_date_gen,month,year,eponym,regnal_dates,ancient_year,date_bce,months_recorded,date_comments,proposed_date,eponym_title,astron_date,Reg_year,Reg_no,dynastic_seat,ancient_date
61927,q000877,Utu-hegal,,,,,,,,,,,,,,,,,,,,,,,Uruk,
61928,q000879,Lu-saga,,,,,,,,,,,,,,,,,,,,,,,Ur,
61929,q000880,Ešpum,,,,,,,,,,,,,,,,,,,,,,,Elam,
61930,q000881,Pirig-me,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61931,q000882,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61932,q000883,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61933,q000884,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61934,q000885,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61935,q000886,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61936,q000887,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61937,q000888,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61938,q000889,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61939,q000890,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61940,q000891,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61941,q000892,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61942,q000893,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61943,q000894,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61944,q000895,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61945,q000896,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61946,q000897,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61947,q000898,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61948,q000899,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61949,q000900,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61950,q000901,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61951,q000902,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61952,q000903,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61953,q000904,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61954,q000905,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61955,q000906,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61956,q000907,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61957,q000908,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61958,q000909,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61959,q000910,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61960,q000911,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61961,q000912,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61962,q000913,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61963,q000914,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61964,q000915,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61965,q000916,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61966,q000917,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61967,q000918,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61968,q000919,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61969,q000920,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61970,q000921,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61971,q000922,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61972,q000923,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61973,q000924,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61974,q000925,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61975,q000926,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61976,q000927,Gudea,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61977,q000928,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61978,q000929,Ur-Ningirsu II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61979,q000930,Nammahni,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61980,q000931,Nammahni,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61981,q000932,Nammahni,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61982,q000933,Nammahni,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61983,q000934,Nammahni,,,,,,,,,,,,,,,,,,,,,,,Lagash,
61984,q000935,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61985,q000936,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61986,q000937,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61987,q000938,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61988,q000939,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61989,q000940,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61990,q000941,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61991,q000942,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61992,q000943,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61993,q000944,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61994,q000945,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61995,q000946,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61996,q000947,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61997,q000948,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61998,q000949,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
61999,q000950,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62000,q000951,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62001,q000952,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62002,q000953,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62003,q000954,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62004,q000955,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62005,q000956,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62006,q000957,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62007,q000958,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62008,q000959,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,Ur,
62009,q000960,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62010,q000961,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62011,q000962,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62012,q000963,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62013,q000964,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62014,q000965,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62015,q000966,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62016,q000967,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62017,q000968,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62018,q000969,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62019,q000971,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62020,q000972,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62021,q000973,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62022,q000974,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62023,q000975,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62024,q000976,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62025,q000977,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62026,q000978,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62027,q000979,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62028,q000980,Šulgi,,,,,,,,,,,,,,,,,,,,,,,Ur,
62029,q000981,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62030,q000982,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62031,q000983,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62032,q000984,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62033,q000985,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62034,q000986,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62035,q000987,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62036,q000988,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62037,q000989,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62038,q000990,Amar-Suena,,,,,,,,,,,,,,,,,,,,,,,Ur,
62039,q000991,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62040,q000992,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62041,q000993,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62042,q000994,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62043,q000995,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62044,q000996,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62045,q000997,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62046,q000998,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62047,q000999,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62048,q001000,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62049,q001001,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62050,q001002,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62051,q001003,Šu-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62052,q001005,Ibbi-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62053,q001006,Ibbi-Suen,,,,,,,,,,,,,,,,,,,,,,,Ur,
62054,q001007,uncertain Ur III king,,,,,,,,,,,,,,,,,,,,,,,Ur,
62055,q001008,uncertain Ur III king,,,,,,,,,,,,,,,,,,,,,,,Ur,
62056,q001009,Ur-Ningirsu,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62057,q001010,Šu-iliya,,,,,,,,,,,,,,,,,,,,,,,Ešnunna,
62058,q001011,Apil-kin,,,,,,,,,,,,,,,,,,,,,,,Mari,
62059,q001012,Puzur-Eštar,,,,,,,,,,,,,,,,,,,,,,,Mari,
62060,q001013,Puzur-Eštar,,,,,,,,,,,,,,,,,,,,,,,Mari,
62061,q001014,‘Anun-Dagan,,,,,,,,,,,,,,,,,,,,,,,Mari,
62062,q001015,Tiš-atal,,,,,,,,,,,,,,,,,,,,,,,Nagar,
62063,q001016,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62064,q001017,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62065,q001018,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62066,q001019,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62067,q001020,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62068,q001021,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62069,q001022,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62070,q001023,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62071,q001024,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62072,q001025,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62073,q001026,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62074,q001027,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62075,q001028,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62076,q001029,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62077,q001030,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62078,q001031,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62079,q001032,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62080,q001033,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62081,q001034,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62082,q001035,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62083,q001036,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62084,q001037,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62085,q001038,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62086,q001039,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62087,q001040,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62088,q001042,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62089,q001044,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62090,q001045,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62091,q001046,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62092,q001047,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62093,q001048,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62094,q001049,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62095,q001050,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62096,q001051,Ur-Nanše,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62097,q001053,A-kurgal,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62098,q001054,A-kurgal,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62099,q001055,A-kurgal,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62100,q001056,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62101,q001057,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62102,q001058,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62103,q001059,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62104,q001060,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62105,q001062,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62106,q001063,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62107,q001064,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62108,q001065,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62109,q001066,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62110,q001067,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62111,q001068,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62112,q001069,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62113,q001070,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62114,q001071,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62115,q001072,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62116,q001073,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62117,q001074,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62118,q001075,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62119,q001076,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62120,q001077,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62121,q001078,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62122,q001079,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62123,q001080,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62124,q001081,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62125,q001082,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62126,q001083,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62127,q001084,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62128,q001085,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62129,q001086,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62130,q001087,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62131,q001088,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62132,q001089,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62133,q001090,En-anatum I,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62134,q001091,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62135,q001092,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62136,q001093,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62137,q001094,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62138,q001095,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62139,q001096,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62140,q001097,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62141,q001098,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62142,q001099,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62143,q001100,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62144,q001101,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62145,q001102,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62146,q001103,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62147,q001105,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62148,q001106,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62149,q001107,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62150,q001108,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62151,q001109,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62152,q001110,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62153,q001111,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62154,q001112,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62155,q001113,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62156,q001115,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62157,q001116,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62158,q001117,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62159,q001118,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62160,q001119,En-metena,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62161,q001120,En-anatum II,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62162,q001121,En-entarzi,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62163,q001122,Lugal-Anda,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62164,q001123,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62165,q001124,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62166,q001125,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62167,q001126,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62168,q001127,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62169,q001128,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62170,q001129,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62171,q001130,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62172,q001131,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62173,q001132,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62174,q001133,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62175,q001134,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62176,q001135,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62177,q001136,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62178,q001137,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62179,q001138,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62180,q001139,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62181,q001140,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62182,q001141,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62183,q001142,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62184,q001143,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62185,q001144,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62186,q001145,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62187,q001146,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62188,q001147,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62189,q001148,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62190,q001149,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62191,q001150,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62192,q001151,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62193,q001152,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62194,q001153,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62195,q001154,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62196,q001155,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62197,q001156,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62198,q001157,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62199,q001158,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62200,q001159,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62201,q001160,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62202,q001161,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62203,q001162,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62204,q001163,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62205,q001164,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62206,q001165,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62207,q001166,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62208,q001167,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62209,q001168,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62210,q001169,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62211,q001170,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62212,q001171,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62213,q001172,URU-KA-gina,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62214,q001173,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62215,q001174,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62216,q001175,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62217,q001176,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62218,q001177,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62219,q001178,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62220,q001179,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62221,q001180,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62222,q001181,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62223,q001182,E-anatum,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62224,q001183,Aga-ak,,,,,,,,,,,,,,,,,,,,,,,E'edin,
62225,q001184,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62226,q001185,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62227,q001186,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62228,q001187,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62229,q001188,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62230,q001189,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62231,q001190,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62232,q001191,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62233,q001192,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62234,q001193,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62235,q001194,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62236,q001195,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62237,q001196,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62238,q001197,uncertain,,,,,,,,,,,,,,,,,,,,,,,Lagash,
62239,q001198,Me-ba-LAK551,,,,,,,,,,,,,,,,,,,,,,,Adab,
62240,q001199,Bara-heNIdu,,,,,,,,,,,,,,,,,,,,,,,Adab,
62241,q001201,E-IGI.NIM-pa'e,,,,,,,,,,,,,,,,,,,,,,,Adab,
62242,q001202,E-IGI.NIM-pa'e,,,,,,,,,,,,,,,,,,,,,,,Adab,
62243,q001203,Lugalda-lu,,,,,,,,,,,,,,,,,,,,,,,Adab,
62244,q001204,LUM-ma,,,,,,,,,,,,,,,,,,,,,,,Adab,
62245,q001205,LUM-ma,,,,,,,,,,,,,,,,,,,,,,,Adab,
62246,q001206,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62247,q001207,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62248,q001208,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62249,q001209,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62250,q001210,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62251,q001211,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62252,q001212,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62253,q001213,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62254,q001214,Bara-heNIdu,,,,,,,,,,,,,,,,,,,,,,,Adab,
62255,q001215,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62256,q001216,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
62257,q001217,uncertain,,,,,,,,,,,,,,,,,,,,,,,Adab,
