factgrid_id,collection,wikidata_id,collection_name,collection_name_native,name_native_iso,collection_url,wiki_url_eng,wiki_url_native,collection_id,cdli_id,collection_holding,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,osm_id,osm_type,geonames_id,notes,url_native_iso,to_be_deleted,cdli_url
,"Kunsthistorisches Museum, Vienna, Austria",Q95569,"Kunsthistorisches Museum, Vienna",Kunsthistorisches Museum,deu,https://www.khm.at/de,https://en.wikipedia.org/wiki/Kunsthistorisches_Museum,https://de.wikipedia.org/wiki/Kunsthistorisches_Museum,609,768,Museum,Extant,Agency,Public,1,AUT,AUT.9_1,AUT.9.1_1,,,6354990,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/768
,"Musei Vaticani, Museo Gregoriano Egizio, Rome, Italy",Q526381,Museo Gregoriano Egizio,Museo Gregoriano Egizio,ita,https://www.museivaticani.va/content/museivaticani/it/collezioni/musei/museo-gregoriano-egizio.html,https://en.wikipedia.org/wiki/Vatican_Museums#Museo_Gregoriano_Egiziano,https://it.wikipedia.org/wiki/Museo_gregoriano_egizio,612,478,Museum,Extant,Agency,Public,0,ITA,ITA.8_1,ITA.8.4_1,,,12214123,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/478
,"private: Seelye, L.H., New York, New York, USA",,L. H. Seelye Collection,,,,,,613,274,Collection,Unknown,Person,Individual,0,USA,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/274
,"Wiener Museum für Völkerkunde, Vienna, Austria",Q686488,Weltmuseum Wien,Weltmuseum Wien,deu,https://www.weltmuseumwien.at,"https://en.wikipedia.org/wiki/Museum_of_Ethnology,_Vienna",https://de.wikipedia.org/wiki/Weltmuseum_Wien,614,84,Museum,Extant,Uncertain,Uncertain,1,AUT,AUT.9_1,AUT.9.1_1,,,10229814,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/84
,"private: Hares, D., unlocated, UK",,D. Hares Collection,,,,,,615,681,Collection,Unknown,Person,Individual,0,GBR,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/681
,"private: anonymous, Russia",,0194 Anonymous,,,,,,617,194,Collection,Unknown,Person,Individual,0,RUS,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/194
,"private: Garret, R., Baltimore, Maryland, USA",,R. Garret Collection,,,,,,619,313,Collection,Unknown,Person,Individual,0,USA,USA.21_1,USA.21.3_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/313
,"The Hunterian Museum and Art Gallery, Glasgow, UK",Q1465387,Hunterian,Hunterian,eng,https://www.gla.ac.uk/hunterian,https://en.wikipedia.org/wiki/Hunterian_Museum_and_Art_Gallery,https://en.wikipedia.org/wiki/Hunterian_Museum_and_Art_Gallery,620,552,Museum,Extant,Educational institution,Public,1,GBR,GBR.3_1,GBR.3.16_1,,,6290038,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/552
,"Davidson College Library, Davidson, NC, USA",Q2902978,Davidson College Library,Davidson College Library,eng,https://www.davidson.edu/library,https://en.wikipedia.org/wiki/Davidson_College,https://en.wikipedia.org/wiki/Davidson_College,621,1194,Library,Extant,Educational institution,Group,1,USA,USA.34_1,USA.34.60_1,222239271,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1194
Q511908,"Università Pontificia Salesiana, Rome, Italy",Q543289,Salesian Pontifical University,Università Pontificia Salesiana,ita,https://www.unisal.it,https://en.wikipedia.org/wiki/Salesian_Pontifical_University,https://it.wikipedia.org/wiki/Universit%C3%A0_Pontificia_Salesiana,622,571,Uncertain,Extant,Educational institution,Group,0,ITA,ITA.8_1,ITA.8.4_1,24026567,way,0,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/571
,"Paterson Museum, Paterson, New Jersey, USA; Patterson Museum, New Jersey, USA",Q7144599,Paterson Museum,Paterson Museum,eng,https://www.patersonnj.gov/department/?structureid=16,https://en.wikipedia.org/wiki/Paterson_Museum,https://en.wikipedia.org/wiki/Paterson_Museum,623,100; 860,Museum,Extant,Agency,Public,1,USA,USA.31_1,USA.31.16_1,260669010,way,0,,eng,0,
,private: Jacobsen collection,,Jacobsen Collection,,,,,,625,130,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/130
,"private: Cugnin, France",,Cugnin Collection,,,,,,626,0,Collection,Unknown,Person,Individual,0,FRA,,,,,,,,0,
Q256600,"Trinity College, Dublin, Ireland",Q258464,Trinity College Dublin,Coláiste na Tríonóide,gle,https://www.tcd.ie,https://en.wikipedia.org/wiki/Trinity_College_Dublin,"https://ga.wikipedia.org/wiki/Coláiste_na_Tríonóide,_Baile_Átha_Cliath",627,537,Unknown,Extant,Educational institution,Public,1,IRL,IRL.6_1,0,,,7302219,,gle,0,https://cdli.mpiwg-berlin.mpg.de/collections/537
,"private: Binning, Mellerstain, Berwickshire, UK",,Binning Collection,,,,,,628,157,Collection,Unknown,Person,Individual,0,GBR,GBR.3_1,GBR.3.26_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/157
,"private: Smit, Amsterdam, Holland",,Smit Collection,,,,,,629,727,Collection,Terminated,Person,Individual,0,NLD,NLD.9_1,NLD.9.4_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/727
,"University of King’s College, Halifax, Nova Scotia, Canada",Q3551609,University of King’s College,University of King’s College,eng,https://ukings.ca,https://en.wikipedia.org/wiki/University_of_King%27s_College,https://en.wikipedia.org/wiki/University_of_King%27s_College,630,223,Uncertain,Extant,Educational institution,Public,1,CAN,CAN.7_1,CAN.7.8_1,360735546,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/223
,"Musée de la Castre, Cannes, France",Q3329886,Musée des Explorations du monde,Musée des Explorations du monde,fra,https://www.cannes.com/fr/culture/musees-et-expositions/musee-des-explorations-du-monde.html,,https://fr.wikipedia.org/wiki/Musée_des_Explorations_du_monde,631,131,Museum,Extant,Agency,Public,1,FRA,FRA.13_1,FRA.13.2_1,,,10278960,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/131
,"Mustansiriyah, Baghdad, Iraq",,Mustansiriyah Collection,,,,,,633,572,Uncertain,Uncertain,Uncertain,Uncertain,0,IRQ,IRQ.10_1,IRQ.10.1_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/572
,"Buffalo and Erie County Public Library, Buffalo, New York, USA",Q4985640,Buffalo and Erie County Public Library,Buffalo and Erie County Public Library,eng,https://www.buffalolib.org,https://en.wikipedia.org/wiki/Buffalo_%26_Erie_County_Public_Library,https://en.wikipedia.org/wiki/Buffalo_%26_Erie_County_Public_Library,634,654,Library,Extant,Agency,Public,1,USA,USA.33_1,USA.33.15_1,36876336,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/654
,"A. Blanchet, France",,A. Blanchet Collection,,,,,,635,662,Storage,Unknown,Person,Individual,0,FRA,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/662
,Leiden,,Leiden Collection,,,,,,636,511,Unknown,Unknown,Unknown,Unknown,0,NLD,NLD.14_1,NLD.14.38_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/511
,"Kahramanmaraş Museum, Turkey",Q18410357,Kahramanmaraş Archaeology Museum,Kahramanmaraş Arkeoloji Müzesi,tur,https://www.kulturportali.gov.tr/turkiye/kahramanmaras/gezilecekyer/kahramanmaras-arkeoloji-muzesi,https://en.wikipedia.org/wiki/Kahramanmaraş_Archaeology_Museum,https://tr.wikipedia.org/wiki/Kahramanmaraş_Arkeoloji_Müzesi,637,1147,Museum,Extant,Agency,Public,1,TUR,TUR.42_1,TUR.42.7_1,582203582,way,0,,tur,0,https://cdli.mpiwg-berlin.mpg.de/collections/1147
,"Muséum Peronne, France",Q1620783,Péronne Museum,Péronne Museum,fra,https://www.historial.fr,https://fr.wikipedia.org/wiki/Historial_de_la_Grande_Guerre,https://fr.wikipedia.org/wiki/Historial_de_la_Grande_Guerre,638,430,Museum,Extant,Agency,Public,1,FRA,FRA.7_1,FRA.7.5_1,,,7626252,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/430
,"University of Leeds, Leeds, UK",Q503424,University of Leeds,University of Leeds,eng,https://www.leeds.ac.uk,https://en.wikipedia.org/wiki/University_of_Leeds,https://en.wikipedia.org/wiki/University_of_Leeds,639,735,Unknown,Extant,Educational institution,Public,1,GBR,GBR.1_1,GBR.1.49_1,84656164,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/735
,"University of Lwów, Poland",Q80207,Ivan Franko National University of Lviv,Львівський національний університет імені Івана Франка,ukr,https://lnu.edu.ua,https://en.wikipedia.org/wiki/University_of_Lviv,https://uk.wikipedia.org/wiki/Львівський_національний_університет_імені_Івана_Франка,640,491,Unknown,Extant,Educational institution,Public,1,UKR,UKR.14_1,UKR.14.9_1,165713771,way,0,,ukr,0,https://cdli.mpiwg-berlin.mpg.de/collections/491
,"private: Dorsky, Morris (on loan to J. Pierpont Morgan Library Collection, New York, New York, USA)",,Morris Dorsky Collection,,,,,,641,1125,Unknown,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1125
,"Abbey Museum, Queensland, Australia",Q17000681,Abbey Museum,Abbey Museum,eng,https://abbeymuseum.com.au,https://en.wikipedia.org/wiki/Abbey_Museum_of_Art_and_Archaeology,https://en.wikipedia.org/wiki/Abbey_Museum_of_Art_and_Archaeology,642,636,Museum,Extant,Foundation,Group,0,AUS,AUS.7_1,AUS.7.44_1,0,,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/636
,"private: anonymous, Vienna, Austria",,1121 Anonymous,,,,,,643,1121,Collection,Unknown,Person,Individual,0,AUT,AUT.9_1,AUT.9.1_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1121
,"Real Academia de la Historia, Madrid, Spain",Q2720582,Real Academia de la Historia,Real Academia de la Historia,spa,https://www.rah.es,https://en.wikipedia.org/wiki/Real_Academia_de_la_Historia,https://es.wikipedia.org/wiki/Real_Academia_de_la_Historia,644,754,Collection,Extant,Educational institution,Public,1,ESP,ESP.8_1,ESP.8.1_1,291990729,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/754
,"private: Mazda, A., Tehran, Iran",,A. Mazda Collection,,,,,,645,618,Collection,Unknown,Person,Individual,0,IRN,IRN.28_1,IRN.28.8_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/618
,private: Chappée collecllon,,Chappée Collection,,,,,,646,22,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/22
,"Oesterle Library, North Central College, Naperville, Illinois, USA",Q7054728,Oesterle Library,Oesterle Library,eng,https://library.noctrl.edu,https://en.wikipedia.org/wiki/North_Central_College,https://en.wikipedia.org/wiki/North_Central_College,647,821,Library,Extant,Educational institution,Group,1,USA,USA.14_1,USA.14.22_1,,,4904581,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/821
,"National Car Museum of Iran, Tehran, Iran",Q13218982,National Car Museum of Iran,موزه خودروهای تاریخی ایران,fas,https://cio-museums.org/museum/carmuseum,https://en.wikipedia.org/wiki/National_Car_Museum_of_Iran,https://fa.wikipedia.org/wiki/موزه_ملی_خودرو_ایران,648,342,Museum,Extant,Agency,Public,1,IRN,IRN.28_1,IRN.28.8_1,555380113,way,0,,fas,0,https://cdli.mpiwg-berlin.mpg.de/collections/342
,"Erie Historical Museum, Erie, Pennsylvania, USA",,Hagen History Center,Hagen History Center,eng,https://www.eriehistory.org,,,649,557,Museum,Extant,Foundation,Group,1,USA,USA.39_1,USA.39.25_1,7977022499,node,0,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/557
,"Missouri History Museum, St. Louis, Missouri, USA",Q1351391,Missouri History Museum,Missouri History Museum,eng,https://mohistory.org/society,https://en.wikipedia.org/wiki/Missouri_History_Museum,https://en.wikipedia.org/wiki/Missouri_History_Museum,650,822,Museum,Extant,Foundation,Group,1,USA,USA.26_1,USA.26.95_1,73906333,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/822
,Estonia,,1030 Anonymous,,,,,,651,1030,Collection,Unknown,Person,Individual,0,EST,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1030
,"Private collection: F.S. Clark, Mayfield, UK",,F. S. Clark Collection,,,,,,653,0,Collection,Unknown,Person,Individual,0,GBR,,,,,,,,0,
,"Archäologische Staatssammlung, Museum für Vor- und Frühgeschichte, Munich, Germany",Q636743,"Bavarian State Archaeological Collection, Museum for Prehistoric and Early Medieval Archaeology","Archäologische Staatssammlung, Museum für Vor- und Frühgeschichte",deu,http://www.archaeologie-bayern.de,https://en.wikipedia.org/wiki/Bavarian_State_Archaeological_Collection,https://de.wikipedia.org/wiki/Archäologische_Staatssammlung,654,1249,Museum,Extant,Agency,Public,1,DEU,DEU.2_1,DEU.2.54_1,312592845,way,0,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/1249
,"Association Bible & Civilisations, Jerusalem",,Association Bible & Civilisations,,,,,,655,1277,Unknown,Unknown,Foundation,Group,0,ISR,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1277
,"Saint Louis Public Library, St. Louis, Missouri, USA",Q7589673,St. Louis Public Library,St. Louis Public Library,eng,https://www.slpl.org,https://en.wikipedia.org/wiki/St._Louis_Public_Library,https://en.wikipedia.org/wiki/St._Louis_Public_Library,656,1286,Library,Extant,Agency,Public,1,USA,USA.26_1,USA.26.95_1,108704951,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1286
,"private: Lichatschew, N. P., Istanbul, Turkey",,Lichatschew Collection,,,,,,657,369,Collection,Extant,Person,Individual,0,TUR,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/369
,"Sächsische Landesbibliothek, Staats- und Universitätsbibliothek Dresden, Germany",Q323270,Saxon State and University Library,Sächsische Landesbibliothek Staats- und Universitätsbibliothek Dresden,deu,https://www.slub-dresden.de,https://en.wikipedia.org/wiki/Saxon_State_and_University_Library_Dresden,https://de.wikipedia.org/wiki/Sächsische_Landesbibliothek_–_Staats-_und_Universitätsbibliothek_Dresden,658,174,Library,Extant,Agency,Public,1,DEU,DEU.14_1,DEU.14.3_1,,,11822472,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/174
,private: Vora,,Vora Collection,,,,,,659,706,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/706
,"Oneida County Historical Society, Utica, New York, USA",,Oneida County History Center,Oneida County History Center,eng,https://www.oneidacountyhistory.org,,,661,75,Library,Extant,Foundation,Group,0,USA,USA.33_1,USA.33.34_1,8795304739,node,0,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/75
,"Brighton Museum and Art Gallery, Brighton, UK",Q2790574,Brighton Museum and Art Gallery,Brighton Museum and Art Gallery,eng,https://brightonmuseums.org.uk/brighton,https://en.wikipedia.org/wiki/Brighton_Museum_%26_Art_Gallery,https://en.wikipedia.org/wiki/Brighton_Museum_%26_Art_Gallery,662,980,Museum,Extant,Agency,Public,1,GBR,GBR.1_1,GBR.1.11_1,104520966,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/980
,"Aichi Prefectural University, Aichi, Japan",Q4696586,Aichi Prefectural University,愛知県立大学,jpn,https://www.aichi-pu.ac.jp,https://en.wikipedia.org/wiki/Aichi_Prefectural_University,https://ja.wikipedia.org/wiki/愛知県立大学,663,103,Unknown,Extant,Educational institution,Public,1,JPN,JPN.1_1,JPN.1.35_1,232877374,way,0,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/103
,"Quayle Bible Collection, Baker University, Baldwin City, Kansas, USA",,Quayle Bible Collection,Quayle Bible Collection,eng,https://www.bakeru.edu/history-traditions/quayle-bible-collection,,,664,214,Library,Extant,Educational institution,Group,1,USA,USA.17_1,USA.17.23_1,,,4267854,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/214
,private: Jerusalem,,0918 Anonymous,,,,,,665,918,Collection,Unknown,Person,Individual,0,ISR,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/918
,Unlocated,,,,,,,,666,1077,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1077
,"Tsurumi University Library, Yokohama, Japan",Q7850294,Tsurumi University Library,見大学 図書館 鶴,jpn,https://www.tsurumi-u.ac.jp/site/library,https://en.wikipedia.org/wiki/Tsurumi_University,https://ja.wikipedia.org/wiki/鶴見大学,667,600,Library,Extant,Educational institution,Group,1,JPN,JPN.19_1,JPN.19.29_1,,,10862198,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/600
,"Kobe Women's University Library, Kobe, Japan",Q6424349,Kobe Women's University Library,神戸女子大学 図書館,jpn,https://www.yg.kobe-wu.ac.jp/wu/guide/organization/library/index.html,https://en.wikipedia.org/wiki/Kobe_Women%27s_University,https://ja.wikipedia.org/wiki/神戸女子大学,668,0,Library,Extant,Educational institution,Group,1,JPN,JPN.13_1,JPN.13.22_1,369143201,way,0,,jpn,0,
,"Meiji University Library, Tokyo, Japan",Q46492,Meiji University Library,明治大学図書館,jpn,https://www.meiji.ac.jp,https://en.wikipedia.org/wiki/Meiji_University,https://ja.wikipedia.org/wiki/明治大学,669,882,Library,Extant,Educational institution,Group,1,JPN,JPN.41_1,JPN.41.6_1,,,10965197,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/882
,"private: Ponsar, Jean-François, Brussels, Belgium",,Jean-François Ponsar Collection,,,,,,670,0,Collection,Extant,Person,Individual,0,BEL,BEL.1_1,BEL.1.1_1,,,,,,0,
,"A'ali, Bahrain",,"A'ali, Bahrain",,,,,,671,0,Uncertain,Uncertain,Uncertain,Uncertain,1,BHR,BHR.2_1,,,,,,,0,
,"Musée des Confluences, Lyon, France",Q8352,Musée des Confluences,Musée des Confluences,fra,https://museedesconfluences.fr/fr,https://en.wikipedia.org/wiki/Musée_des_Confluences,https://fr.wikipedia.org/wiki/Musée_des_Confluences,672,0,Museum,Extant,Agency,Public,1,FRA,FRA.1_1,FRA.1.11_1,440270631,way,0,,fra,0,
,private: anonymous,,1246 Anonymous,,,,,,673,1246,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1246
,"private: unknown, unlocated",,GLoW_id 0674 Anonymous,,,,,,674,0,Collection,Unknown,Person,Individual,0,,,,,,,,,0,
,"Department of Middle Eastern Studies, University of West Bohemia, Pilsen, Czech Republic",Q1973888,"Department of Middle Eastern Studies, University of West Bohemia","Katedra blízkovýchodních studií, Západočeská univerzita v Plzni",ces,https://kbs.zcu.cz,https://en.wikipedia.org/wiki/University_of_West_Bohemia,https://cs.wikipedia.org/wiki/Západočeská_univerzita_v_Plzni,675,0,Collection,Extant,Educational institution,Public,1,CZE,CZE.10_1,CZE.10.3_1,296699780,node,0,,ces,0,
,"Garstang Museum of Archaeology, University of Liverpool, Liverpool, UK",,Garstang Museum,Garstang Museum,eng,https://www.liverpool.ac.uk/garstang-museum,,,676,624,Museum,Extant,Educational institution,Public,1,GBR,GBR.1_1,GBR.1.82_1,999636326,node,0,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/624
,"Civico Museo Archeologico Paolo Giovio, Como, Italy",Q3867664,Paolo Giovio Archaeological Museum,Museo archeologico Paolo Giovio,ita,https://www.visitcomo.eu/it/scoprire/musei/museo-archeologico/index.html,,https://it.wikipedia.org/wiki/Museo_archeologico_Paolo_Giovio,677,0,Museum,Extant,Uncertain,Uncertain,1,ITA,ITA.10_1,ITA.10.3_1,,,11126559,,ita,0,
,"Diözesanmuseum, Breslau, Poland",Q11786913,Archdiocese Museum in Wrocław,Muzeum Archidiecezjalne we Wrocławiu,pol,https://www.archidiecezja.wroc.pl/index.php?option=com_content&view=article&id=224&Itemid=248,,https://pl.wikipedia.org/wiki/Muzeum_Archidiecezjalne_we_Wrocławiu,678,0,Museum,Extant,Foundation,Group,1,POL,POL.1_1,POL.1.25_1,1200973993,node,0,,pol,0,
,"Institute of Archaeology, University of Turin, Turin, Italy",,"Institute of Archaeology, University of Turin",,,,,,679,0,Unknown,Unknown,Educational institution,Public,0,ITA,ITA.13_1,ITA.13.6_1,,,,,,0,
,"West Point Museum, West Point, New York USA",,West Point Museum,West Point Museum,eng,https://history.army.mil/museums/imcom/westPoint/index.html,https://en.wikipedia.org/wiki/United_States_Military_Academy#West_Point_Museum,https://en.wikipedia.org/wiki/United_States_Military_Academy#West_Point_Museum,680,143,Museum,Extant,Agency,Public,1,USA,USA.33_1,USA.33.37_1,,,7134039,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/143
,"Urfa Museum, Urfa, Turkey",Q637126,Şanlıurfa Museum,Şanlıurfa Arkeoloji Müzesi,tur,https://muze.gov.tr/muze-detay?SectionId=SUM02&DistId=SUM,https://en.wikipedia.org/wiki/Şanlıurfa_Museum,https://tr.wikipedia.org/wiki/Şanlıurfa_Arkeoloji_ve_Mozaik_Müzesi,681,0,Museum,Extant,Agency,Public,1,TUR,TUR.68_1,TUR.68.8_1,7745955,relation,0,,tur,0,
,Private collection: anonymous,,GLoW_id 0682 Anonymous,,,,,,682,0,Collection,Unknown,Person,Individual,0,,,,,,,,,0,
,"Tayma, Saudi Arabia",,Saudi-German Archaeological Project,,,,,,683,0,Storage,Unknown,Research project,Uncertain,0,SAU,SAU.13_1,,,,,,,0,
,"private: Saaedi, London",,Saaedi Collection,,,,,,684,0,Collection,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.36_1,,,,,,0,
,"Georgian National Museum, Tbilisi, Georgia",Q2586798,Georgian National Museum,საქართველოს ეროვნული მუზეუმი,kat,https://museum.ge,https://en.wikipedia.org/wiki/Georgian_National_Museum,,685,1316,Museum,Extant,Agency,Public,1,GEO,GEO.12_1,GEO.12.1_1,412214448,node,0,,kat,0,https://cdli.mpiwg-berlin.mpg.de/collections/1316
,"A. H. Sayce, Edinburgh, UK",,A. H. Sayce Collection,,,,,,686,1230,Collection,Unknown,Person,Individual,0,GBR,GBR.3_1,GBR.3.12_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1230
,"A. M. Chisholm Museum, Duluth, Minnesota, USA",,Duluth Children’s Museum,Duluth Children’s Museum,eng,https://www.duluthchildrensmuseum.org,,,687,622,Museum,Extant,Uncertain,Uncertain,1,USA,USA.24_1,USA.24.70_1,871740767,way,0,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/622
,"A. V. Lane Museum, Bridwell Library, Southern Methodist University, Dallas, Texas, USA",Q7169057,The A.V. Lane Museum Collection,The A.V. Lane Museum Collection,eng,https://sites.smu.edu/bridwell/specialcollections/avlane/avlanehome.htm,https://en.wikipedia.org/wiki/Perkins_School_of_Theology,https://en.wikipedia.org/wiki/Perkins_School_of_Theology,688,1195,Library,Extant,Educational institution,Group,1,USA,USA.44_1,USA.44.57_1,289392141,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1195
,"Abbaye de Maredsous, Denée, Belgium",Q2719216,Maredsous Abbey,Abbaye de Maredsous,eng,http://www.maredsous.com/index.php?id=1428&L=0,https://en.wikipedia.org/wiki/Maredsous_Abbey,https://fr.wikipedia.org/wiki/Abbaye_de_Maredsous,689,720,Unknown,Unknown,Foundation,Group,1,BEL,BEL.3_1,BEL.3.5_1,,,11002874,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/720
,"Abbey de Saint-Pierre de Solesmes, Solesmes, France",Q306131,Abbey of Saint-Pierre de Solesmes,Abbaye Saint-Pierre de Solesmes,fra,https://www.abbayedesolesmes.fr,https://en.wikipedia.org/wiki/Solesmes_Abbey,https://fr.wikipedia.org/wiki/Abbaye_Saint-Pierre_de_Solesmes,690,1058,Collection,Unknown,Foundation,Group,1,FRA,FRA.12_1,FRA.12.4_1,,,6458929,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/1058
,"Abraham Park, Seoul, Korea",Q7712137,Abraham Park Kenneth Vine Collection,평강성서유물박물관,kor,http://www.apm.or.kr,https://en.wikipedia.org/wiki/The_Abraham_Park_Kenneth_Vine_Collection,https://ko.wikipedia.org/wiki/평강_성서_유물박물관,691,899,Museum,Extant,Foundation,Group,1,KOR,KOR.16_1,KOR.16.10_1,368734296,node,0,,kor,0,https://cdli.mpiwg-berlin.mpg.de/collections/899
,"Academy of Humanities, Kiev, Ukraine",,"Academy of Humanities, Kiev",,,,,,692,1199,Unknown,Unknown,Unknown,Unknown,0,UKR,ITA.13_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1199
,"Adra, Jawad, Heri, Lebanon",Q65049867,Nabu Museum,متحف النابو,ara,https://www.nabumuseum.com/arabic-1,https://en.wikipedia.org/wiki/Nabu_Museum,https://ar.wikipedia.org/wiki/متحف_النابو,693,479,Museum,Unknown,Person,Individual,0,LBN,LBN.7_1,LBN.7.1_1,685087905,way,0,,ara,0,https://cdli.mpiwg-berlin.mpg.de/collections/479
,"Aernout, unlocated",,Aernout Collection,,,,,,694,784,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/784
,"Agre, New York, New York, USA",,Agre Collection,,,,,,695,540,Collection,Unknown,Person,Individual,0,USA,USA.33_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/540
,"Albertinum at Nijmegen, Nijmegen, Holland",Q2950528,Albertinum at Nijmegen,Albertinum,nld,,,https://nl.wikipedia.org/wiki/Albertinum_(Nijmegen),696,1227,Collection,Uncertain,Foundation,Group,1,NLD,NLD.4_1,NLD.4.44_1,3697677,relation,0,,nld,0,https://cdli.mpiwg-berlin.mpg.de/collections/1227
